Project,Community,Person_ID,Place_on_list,FF_bin_deg,FF_bin_in_deg,FF_bin_out_deg,FF_vol_in,FF_vol_out,FF_bin_close,FF_bin_page,FF_rec,AT_bin_deg,AT_bin_in_deg,AT_bin_out_deg,AT_bin_close,AT_bin_page,AT_rec,AT_avg,AT_vol_in,AT_vol_out,RT_bin_deg_in,RT_bin_deg_out,RT_vol_in,RT_vol_out,RT_global_vol_in,RT_global_vol_out
584,anime,animecentral,33,0.262626262626,0.171717171717,0.0909090909091,17.0,9.0,0.458333333333,0.00649194692335,0.130434782609,0.0736842105263,0.0631578947368,0.0105263157895,0.298287888396,0.00529047714121,0.166666666667,3.57142857143,0.0232558139535,0.0116279069767,21.0,4.0,2.0,1.0,2.0,1.0
584,anime,GPManga,65,1.0202020202,0.343434343434,0.676767676768,34.0,67.0,0.75,0.0110566003451,0.507462686567,0.526315789474,0.0842105263158,0.442105263158,0.542143680369,0.00264210519817,0.162790697674,15.06,0.0116279069767,0.0,12.0,741.0,1.0,0,1.0,0
584,anime,johnnyyongbosch,89,0.131313131313,0.131313131313,0.0,13.0,0,0.0,0.00562207393115,0.0,0.0842105263158,0.0631578947368,0.0210526315789,0.305653021442,0.00544842836661,0.333333333333,1.75,0.046511627907,0.0116279069767,11.0,3.0,9.0,1.0,9.0,1.0
584,anime,NY_Anime_Fest,32,0.606060606061,0.383838383838,0.222222222222,38.0,22.0,0.55,0.0129438876012,0.395348837209,0.231578947368,0.0842105263158,0.147368421053,0.39298245614,0.00434455258909,0.157894736842,3.09090909091,0.162790697674,0.0232558139535,30.0,38.0,27.0,2.0,28.0,2.0
584,anime,Benu,52,0.767676767677,0.393939393939,0.373737373737,39.0,37.0,0.596385542169,0.0133598837235,0.688888888889,0.368421052632,0.0947368421053,0.273684210526,0.464210526316,0.00440165673934,0.296296296296,11.7142857143,0.093023255814,0.046511627907,131.0,279.0,14.0,15.0,15.0,17.0
584,anime,FUNiChan,97,0.707070707071,0.252525252525,0.454545454545,25.0,45.0,0.638709677419,0.00894611018761,0.320754716981,0.252631578947,0.0631578947368,0.189473684211,0.444752600063,0.00732880676501,0.263157894737,8.04166666667,0.116279069767,0.0232558139535,40.0,153.0,26.0,2.0,26.0,3.0
584,anime,AnimeExpo,13,0.575757575758,0.353535353535,0.222222222222,35.0,22.0,0.526595744681,0.0231409381097,0.357142857143,0.294736842105,0.168421052632,0.126315789474,0.419625334523,0.0122041440257,0.217391304348,6.60714285714,0.127906976744,0.0232558139535,166.0,19.0,32.0,3.0,33.0,3.0
584,anime,AnimePlanet,7,1.18181818182,0.454545454545,0.727272727273,45.0,72.0,0.779527559055,0.013174847938,0.602739726027,0.442105263158,0.157894736842,0.284210526316,0.461327231121,0.00520908334308,0.354838709677,7.59523809524,0.0813953488372,0.046511627907,56.0,263.0,88.0,6.0,90.0,6.0
584,anime,ANN_Bamboo,96,0.40404040404,0.252525252525,0.151515151515,25.0,15.0,0.526595744681,0.0135102436942,0.481481481481,0.347368421053,0.189473684211,0.157894736842,0.410351846467,0.0149728281975,0.375,10.8787878788,0.127906976744,0.0697674418605,116.0,243.0,45.0,24.0,45.0,29.0
584,anime,masyuuki,98,0.0606060606061,0.030303030303,0.030303030303,3.0,3.0,0.030303030303,0.00323264617252,0.2,0.0315789473684,0.0105263157895,0.0210526315789,0.0210526315789,0.0173642638358,0.5,90.0,0.0116279069767,0.0232558139535,121.0,149.0,17.0,2.0,23.0,4.0
584,anime,unluckyninja,19,0.575757575758,0.262626262626,0.313131313131,26.0,31.0,0.57225433526,0.00797209234061,0.461538461538,0.242105263158,0.0,0.242105263158,0.472376593658,0.00187630934898,0.0,5.21739130435,0.0348837209302,0.0581395348837,0,120.0,3.0,12.0,3.0,17.0
584,anime,_eternal,59,0.313131313131,0.20202020202,0.111111111111,20.0,11.0,0.471428571429,0.00665219712792,0.347826086957,0.231578947368,0.105263157895,0.126315789474,0.365880217786,0.00579418280715,0.466666666667,5.09090909091,0.0116279069767,0.0,33.0,79.0,2.0,0,2.0,0
